Customer_ID,Name,Age,Gender,Marital_Status,City,State,Occupation,Annual_Income,Expenses,Credit_Score,Website_Visits,Search_History,Chatbot_Interactions,Active_Policies,Matured_Policies,Payment_History,Premium_Type,Email_Response_Rate,App_Interactions,Feedback_Score,Propensity_Score
475,Priya Pandey,33,Male,Single,Kolkata,West Bengal,Software Engineer,1731918,189810,821,14,Investment Plans,20,1,2,On-time,Yearly,0.7606904286181305,14,7,0.82
476,Amit Pandey,41,Female,Single,Hyderabad,Telangana,Civil Engineer,778410,965846,519,18,Retirement Plans,6,3,0,On-time,Yearly,0.4624183310801656,42,9,0.49
477,Suresh Kumar,47,Female,Married,Hyderabad,Telangana,Farmer,1213285,582115,392,49,Investment Plans,16,5,2,On-time,Monthly,0.0666695926367196,9,4,0.63
478,Meena Gupta,53,Male,Married,Mumbai,Maharashtra,Software Engineer,1268436,510491,840,5,Health Insurance,2,4,1,On-time,Yearly,0.9822571099422642,23,8,0.63
479,Suresh Singh,46,Female,Single,Jaipur,Rajasthan,Farmer,421477,152218,576,7,Life Insurance,3,0,0,Late,Lump Sum,0.7496886262420135,86,3,0.44
480,Meena Gupta,60,Male,Single,Ahmedabad,Gujarat,Software Engineer,1754308,525552,474,26,Retirement Plans,13,5,3,Late,Monthly,0.1492505919373604,96,10,0.73
481,Pooja Das,27,Female,Single,Indore,Madhya Pradesh,Government Employee,1335029,1270902,895,7,Investment Plans,0,0,0,Late,Yearly,0.9069284474589384,27,9,0.58
482,Dinesh Agarwal,35,Male,Married,Patna,Bihar,Doctor,229654,234074,441,22,Health Insurance,6,4,0,On-time,Lump Sum,0.8688767052191009,55,10,0.48
483,Manish Bose,32,Female,Single,Pune,Maharashtra,Civil Engineer,1490043,488700,631,26,Investment Plans,13,3,3,Late,Monthly,0.5976490624182875,43,2,0.65
484,Pooja Ghosh,38,Female,Married,Pune,Maharashtra,Nurse,1559880,1193408,430,1,Life Insurance,10,5,0,On-time,Lump Sum,0.78269641456079,64,8,0.54
485,Arun Pandey,58,Female,Married,Delhi,Delhi,Civil Engineer,742067,246015,821,35,Retirement Plans,19,2,3,On-time,Yearly,0.6412314463490695,17,2,0.65
486,Amit Saxena,30,Female,Married,Kolkata,West Bengal,Journalist,233941,1008682,743,8,Life Insurance,17,3,2,Late,Yearly,0.9094847821549455,24,1,0.41
487,Meena Reddy,49,Female,Married,Patna,Bihar,Nurse,1295768,1014042,805,12,Car Insurance,14,5,0,Late,Lump Sum,0.2720312732916987,44,10,0.67
488,Divya Sharma,26,Female,Single,Delhi,Delhi,Farmer,1172973,721079,515,41,Life Insurance,0,3,2,On-time,Lump Sum,0.6777266534509763,55,7,0.57
489,Neha Kumar,51,Female,Married,Chennai,Tamil Nadu,Lawyer,1818909,525868,546,45,Life Insurance,3,0,0,On-time,Lump Sum,0.36425250812702,95,1,0.66
490,Pooja Nair,58,Female,Single,Kolkata,West Bengal,Electrician,1721608,1483322,796,3,Health Insurance,2,5,1,Late,Yearly,0.3396602843554757,93,7,0.57
491,Sneha Ghosh,53,Female,Married,Mumbai,Maharashtra,Doctor,661289,887215,817,15,Health Insurance,5,4,0,Late,Lump Sum,0.7898940494443308,27,6,0.51
492,Rohit Bose,43,Female,Married,Bangalore,Karnataka,Farmer,1578338,145184,609,40,Retirement Plans,6,0,1,On-time,Lump Sum,0.0832528955550124,19,8,0.75
493,Neha Chopra,51,Female,Single,Chennai,Tamil Nadu,Doctor,640141,1133468,372,23,Health Insurance,6,3,2,On-time,Monthly,0.6901860840817811,72,1,0.35
494,Sneha Singh,60,Female,Single,Pune,Maharashtra,Businessman,1449057,345622,511,10,Life Insurance,9,2,0,Late,Monthly,0.5571232043211386,11,5,0.61
495,Pooja Pandey,51,Male,Married,Mumbai,Maharashtra,Nurse,1964317,837935,401,7,Car Insurance,20,5,3,On-time,Yearly,0.1101409762609397,29,10,0.71
496,Suman Mehta,38,Female,Single,Chennai,Tamil Nadu,Doctor,1454093,1117143,420,18,Life Insurance,13,0,0,On-time,Lump Sum,0.6506444626077968,9,4,0.54
497,Arun Verma,33,Female,Married,Jaipur,Rajasthan,Government Employee,1891881,206830,778,28,Retirement Plans,7,0,0,Late,Yearly,0.5696410879449642,96,4,0.77
498,Divya Mehta,64,Male,Single,Kolkata,West Bengal,Shop Owner,834311,560283,321,23,Investment Plans,7,3,0,Late,Lump Sum,0.659868999043354,13,6,0.48
499,Divya Malhotra,61,Female,Married,Indore,Madhya Pradesh,Lawyer,1836157,1383213,558,41,Retirement Plans,12,5,0,Late,Lump Sum,0.1478665905383033,41,7,0.67
500,Priya Chopra,25,Male,Married,Pune,Maharashtra,Lawyer,1301962,433369,620,3,Retirement Plans,4,2,0,On-time,Lump Sum,0.3720715202867635,83,4,0.56
501,Suresh Patel,29,Male,Married,Hyderabad,Telangana,Plumber,1369614,788114,801,45,Car Insurance,6,2,2,Late,Yearly,0.118535102424557,33,9,0.71
502,Anjali Singh,25,Female,Married,Bangalore,Karnataka,Government Employee,1873249,1309922,853,27,Investment Plans,18,3,2,On-time,Yearly,0.5944704895659079,26,4,0.72
503,Rahul Das,58,Male,Married,Hyderabad,Telangana,Shop Owner,1340158,1330213,873,20,Life Insurance,2,4,1,On-time,Lump Sum,0.2867354537776506,98,7,0.58
504,Sunita Singh,36,Male,Single,Pune,Maharashtra,Nurse,568038,500291,509,24,Life Insurance,8,0,1,Late,Monthly,0.300108623139986,4,9,0.53
505,Rahul Mehta,49,Female,Married,Bangalore,Karnataka,Doctor,243870,385553,890,41,Car Insurance,4,5,2,Late,Yearly,0.4464851891184448,74,6,0.56
506,Dinesh Agarwal,56,Male,Married,Bangalore,Karnataka,Civil Engineer,1333266,379755,868,38,Car Insurance,17,2,1,Late,Yearly,0.1777321187756172,10,3,0.75
507,Suresh Yadav,32,Female,Single,Mumbai,Maharashtra,Software Engineer,350731,1033002,465,36,Car Insurance,7,3,1,Late,Yearly,0.0966195941825325,32,4,0.4
508,Arun Joshi,36,Female,Married,Bangalore,Karnataka,Bank Manager,1699765,440172,461,20,Health Insurance,5,3,2,Late,Yearly,0.1394175142797532,91,1,0.59
509,Vikram Singh,47,Female,Married,Mumbai,Maharashtra,Teacher,1039212,1496215,852,11,Life Insurance,7,3,3,Late,Lump Sum,0.5433144500688454,85,2,0.47
510,Meena Gupta,46,Male,Single,Ahmedabad,Gujarat,Electrician,503797,745805,440,46,Investment Plans,0,1,1,On-time,Yearly,0.7107094437559052,100,6,0.45
511,Rohit Joshi,46,Female,Single,Mumbai,Maharashtra,Doctor,1310956,831079,629,47,Retirement Plans,3,2,3,Late,Lump Sum,0.2829155228236985,98,10,0.66
512,Vikram Malhotra,64,Male,Single,Indore,Madhya Pradesh,Journalist,1048809,912461,586,29,Life Insurance,6,1,0,On-time,Monthly,0.8968904306227675,76,3,0.51
513,Divya Reddy,44,Female,Single,Hyderabad,Telangana,Software Engineer,606293,421538,339,42,Life Insurance,18,2,1,On-time,Yearly,0.2055469752709867,31,4,0.54
514,Arun Mehta,49,Female,Single,Ahmedabad,Gujarat,Teacher,1565933,196074,573,18,Car Insurance,3,2,2,Late,Lump Sum,0.950399708526844,7,2,0.61
515,Rajesh Iyer,29,Female,Single,Ahmedabad,Gujarat,Lawyer,613361,861677,625,4,Health Insurance,12,2,3,Late,Lump Sum,0.1358651168556754,92,8,0.49
516,Pooja Saxena,65,Male,Single,Delhi,Delhi,Shop Owner,1782318,931191,322,27,Car Insurance,18,4,2,On-time,Yearly,0.15255686686691,71,2,0.61
517,Manish Kumar,23,Male,Married,Bangalore,Karnataka,Plumber,1813953,534465,310,15,Investment Plans,8,3,2,Late,Lump Sum,0.863227602835603,46,3,0.59
518,Neha Ghosh,22,Male,Married,Jaipur,Rajasthan,Bank Manager,665174,1188801,729,13,Health Insurance,20,1,1,Late,Monthly,0.9790097902344518,82,7,0.54
519,Neha Agarwal,55,Female,Married,Hyderabad,Telangana,Businessman,767936,1395205,693,48,Life Insurance,4,1,3,Late,Lump Sum,0.3722046895203685,93,2,0.47
520,Kavita Reddy,55,Female,Single,Lucknow,Uttar Pradesh,Nurse,813660,982317,597,35,Health Insurance,19,1,0,Late,Yearly,0.210393810799052,26,2,0.54
521,Kavita Singh,52,Male,Married,Indore,Madhya Pradesh,Bank Manager,1653504,1212467,578,23,Investment Plans,1,0,3,Late,Yearly,0.5717022476348744,76,7,0.58
522,Kavita Malhotra,53,Male,Single,Ahmedabad,Gujarat,Lawyer,1993187,131423,752,4,Car Insurance,15,0,1,On-time,Monthly,0.1133853457733543,34,3,0.77
523,Priya Yadav,35,Male,Single,Chennai,Tamil Nadu,Doctor,1308296,1491253,812,34,Life Insurance,5,2,3,On-time,Yearly,0.9680197817926492,32,2,0.54
524,Meena Bose,31,Male,Single,Kolkata,West Bengal,Teacher,324614,951197,568,23,Life Insurance,20,3,3,Late,Lump Sum,0.5057951227466829,37,6,0.49
525,Meena Sharma,58,Male,Married,Indore,Madhya Pradesh,Electrician,560294,53593,796,42,Car Insurance,17,0,1,On-time,Lump Sum,0.4233034389070492,68,5,0.67
526,Divya Gupta,28,Female,Married,Hyderabad,Telangana,Mechanic,1437169,794753,865,22,Life Insurance,10,0,1,Late,Lump Sum,0.9344142022468996,86,6,0.68
527,Arun Yadav,50,Male,Single,Jaipur,Rajasthan,Doctor,1673539,886424,850,16,Investment Plans,19,4,0,Late,Lump Sum,0.6575509836916554,67,1,0.69
528,Manish Nair,45,Female,Married,Delhi,Delhi,Doctor,831091,284702,806,45,Car Insurance,0,5,3,Late,Lump Sum,0.5573460225622292,22,3,0.6
529,Anjali Bose,63,Female,Single,Hyderabad,Telangana,Teacher,261435,687754,516,39,Car Insurance,1,1,3,Late,Lump Sum,0.0203159302555419,38,2,0.39
530,Rajesh Gupta,24,Female,Single,Lucknow,Uttar Pradesh,Shop Owner,222371,780518,472,23,Retirement Plans,3,1,3,Late,Monthly,0.7559065936630376,44,5,0.37
531,Amit Chopra,46,Female,Single,Mumbai,Maharashtra,Businessman,386395,1293441,739,34,Health Insurance,0,2,1,Late,Monthly,0.9179973965982816,97,6,0.42
532,Neha Singh,48,Male,Single,Mumbai,Maharashtra,Nurse,666694,1291578,622,48,Health Insurance,20,1,3,On-time,Monthly,0.1065862171237918,87,6,0.57
533,Sunita Gupta,47,Female,Married,Hyderabad,Telangana,Electrician,482644,311012,417,32,Life Insurance,19,2,1,Late,Yearly,0.6995401834883416,91,2,0.51
534,Suresh Nair,65,Female,Married,Bangalore,Karnataka,Journalist,393330,278392,354,25,Retirement Plans,0,5,2,On-time,Monthly,0.8143707316797658,2,6,0.42
535,Neha Singh,29,Female,Single,Delhi,Delhi,Government Employee,897888,1299113,805,15,Health Insurance,12,3,3,Late,Lump Sum,0.1741661161945829,26,10,0.57
536,Vikram Nair,30,Female,Married,Chennai,Tamil Nadu,Doctor,1711235,318993,830,18,Car Insurance,6,5,3,Late,Lump Sum,0.8780360672865999,60,6,0.74
537,Rohit Chopra,35,Female,Married,Ahmedabad,Gujarat,Lawyer,1939520,1191052,434,20,Retirement Plans,14,3,0,On-time,Lump Sum,0.4830664791804432,75,2,0.6
538,Neha Yadav,43,Male,Married,Delhi,Delhi,Shop Owner,1294908,1361308,886,40,Retirement Plans,10,1,0,On-time,Yearly,0.1199467165912527,44,10,0.69
539,Pankaj Ghosh,41,Female,Married,Indore,Madhya Pradesh,Nurse,1745665,571007,372,23,Life Insurance,18,4,3,Late,Yearly,0.7604328171221286,12,6,0.68
540,Dinesh Malhotra,34,Female,Single,Delhi,Delhi,Plumber,460262,367907,423,19,Car Insurance,19,4,0,Late,Monthly,0.8822430703147774,66,5,0.51
541,Vikram Verma,28,Male,Married,Delhi,Delhi,Electrician,1144183,1460788,645,13,Retirement Plans,17,3,2,Late,Lump Sum,0.8797410888658582,20,3,0.51
542,Suman Sharma,45,Male,Single,Delhi,Delhi,Farmer,1745458,54251,377,35,Life Insurance,5,5,1,Late,Yearly,0.1607466865159247,87,1,0.65
543,Sneha Saxena,38,Male,Single,Lucknow,Uttar Pradesh,Civil Engineer,472418,619975,812,1,Life Insurance,13,4,0,On-time,Monthly,0.467753293470176,86,5,0.51
544,Vikram Pandey,40,Female,Single,Chennai,Tamil Nadu,Mechanic,1201307,866712,841,8,Investment Plans,5,3,1,On-time,Monthly,0.6836247099951928,64,8,0.6
545,Rajesh Patel,30,Female,Single,Kolkata,West Bengal,Government Employee,301526,941996,334,30,Car Insurance,14,2,1,Late,Yearly,0.8941593146840492,52,8,0.44
546,Priya Patel,63,Female,Married,Bangalore,Karnataka,Nurse,1736836,950718,448,46,Health Insurance,20,0,3,Late,Lump Sum,0.3042457685534623,97,8,0.74
547,Suresh Joshi,56,Female,Single,Mumbai,Maharashtra,Government Employee,439091,1066819,811,21,Life Insurance,6,5,0,Late,Lump Sum,0.9839572267734732,35,9,0.5
548,Suresh Saxena,33,Male,Married,Lucknow,Uttar Pradesh,Lawyer,902838,294598,640,10,Retirement Plans,19,4,3,On-time,Lump Sum,0.3939705264097686,59,2,0.58
549,Vikram Yadav,43,Female,Married,Hyderabad,Telangana,Software Engineer,416487,259499,524,29,Retirement Plans,8,2,2,Late,Lump Sum,0.4529213009958253,54,2,0.47
550,Pankaj Verma,52,Male,Married,Kolkata,West Bengal,Businessman,1840459,1083486,423,20,Investment Plans,13,2,2,Late,Lump Sum,0.744208013732334,37,6,0.63
551,Pooja Das,51,Male,Married,Lucknow,Uttar Pradesh,Bank Manager,1540824,544282,796,20,Investment Plans,5,5,2,On-time,Monthly,0.0223099966174933,27,1,0.63
552,Vikram Patel,59,Female,Single,Indore,Madhya Pradesh,Farmer,1946348,1147887,359,30,Life Insurance,3,1,1,Late,Monthly,0.9274633720042832,13,8,0.61
553,Kavita Bose,29,Female,Married,Delhi,Delhi,Farmer,1164889,657453,799,11,Car Insurance,7,2,1,Late,Monthly,0.1144709549206085,26,4,0.58
554,Rohit Patel,32,Male,Single,Chennai,Tamil Nadu,Doctor,290006,260572,462,33,Car Insurance,15,2,1,Late,Yearly,0.0399945784748766,29,2,0.48
555,Meena Singh,48,Male,Married,Kolkata,West Bengal,Mechanic,679609,184554,561,32,Health Insurance,1,1,3,Late,Lump Sum,0.8770980603361602,66,10,0.58
556,Rahul Mehta,27,Female,Single,Mumbai,Maharashtra,Shop Owner,1793814,335886,675,3,Investment Plans,9,4,2,Late,Yearly,0.3599305877269738,52,7,0.71
557,Suman Malhotra,30,Female,Single,Jaipur,Rajasthan,Bank Manager,444709,1236487,405,9,Life Insurance,19,2,2,On-time,Lump Sum,0.8607221625015276,45,4,0.39
558,Suresh Mehta,57,Female,Single,Delhi,Delhi,Civil Engineer,585443,584741,663,44,Retirement Plans,7,3,2,Late,Monthly,0.8628886538263573,84,8,0.58
559,Divya Verma,46,Female,Married,Ahmedabad,Gujarat,Government Employee,1527165,1214268,873,4,Health Insurance,12,3,1,On-time,Lump Sum,0.2344857769694333,65,10,0.67
560,Kavita Das,57,Female,Married,Ahmedabad,Gujarat,Lawyer,416886,979968,356,44,Car Insurance,1,3,1,Late,Yearly,0.3095585664907667,99,5,0.39
561,Vikram Singh,28,Female,Married,Delhi,Delhi,Businessman,266495,512386,890,31,Investment Plans,16,3,0,Late,Monthly,0.9594322359363214,32,1,0.54
562,Divya Sharma,61,Male,Married,Patna,Bihar,Bank Manager,695841,223339,550,41,Life Insurance,20,0,1,On-time,Monthly,0.8420796176736611,53,3,0.62
563,Arun Bose,48,Male,Married,Ahmedabad,Gujarat,Plumber,1368460,367915,692,9,Car Insurance,6,5,1,Late,Yearly,0.3546712028656661,93,3,0.6
564,Amit Chopra,22,Male,Married,Lucknow,Uttar Pradesh,Government Employee,1844805,953500,548,20,Car Insurance,6,3,0,On-time,Lump Sum,0.5469301428915749,88,1,0.58
565,Amit Verma,49,Female,Single,Lucknow,Uttar Pradesh,Civil Engineer,1223542,364451,565,11,Life Insurance,18,1,0,Late,Yearly,0.6851641435288867,82,9,0.67
566,Meena Yadav,44,Female,Married,Jaipur,Rajasthan,Bank Manager,1237496,633778,897,7,Retirement Plans,0,0,3,On-time,Monthly,0.8182278897299904,17,3,0.57
567,Pooja Yadav,60,Male,Married,Kolkata,West Bengal,Electrician,1860094,131656,842,31,Car Insurance,6,1,3,Late,Monthly,0.965030883922252,89,10,0.85
568,Rohit Reddy,49,Male,Married,Kolkata,West Bengal,Doctor,1032149,1019282,414,43,Life Insurance,8,3,1,Late,Yearly,0.5441273282185825,75,1,0.48
569,Sunita Das,34,Male,Married,Patna,Bihar,Businessman,1113626,629770,359,10,Investment Plans,5,5,3,Late,Monthly,0.4355932062663248,6,4,0.47
570,Neha Reddy,33,Female,Single,Chennai,Tamil Nadu,Teacher,672483,389623,368,4,Car Insurance,19,5,3,On-time,Lump Sum,0.5165781059253927,20,1,0.46
571,Rahul Bose,31,Female,Single,Ahmedabad,Gujarat,Shop Owner,1601809,1090210,527,48,Retirement Plans,10,1,3,On-time,Lump Sum,0.68737471910538,95,8,0.67
572,Suman Gupta,26,Female,Married,Chennai,Tamil Nadu,Nurse,728761,1428348,323,42,Life Insurance,12,0,1,Late,Lump Sum,0.0124977269706838,4,5,0.43
573,Sunita Nair,29,Female,Married,Bangalore,Karnataka,Mechanic,351028,1328817,471,38,Retirement Plans,2,3,1,On-time,Lump Sum,0.1249685675159517,59,5,0.36
574,Rajesh Verma,22,Male,Married,Indore,Madhya Pradesh,Civil Engineer,1222391,888753,370,35,Health Insurance,18,3,2,Late,Lump Sum,0.6157475337365598,21,5,0.59
575,Divya Bose,36,Female,Married,Patna,Bihar,Electrician,1200970,979021,544,48,Retirement Plans,5,4,0,Late,Yearly,0.9966504345119024,28,9,0.61
576,Rohit Verma,64,Male,Married,Chennai,Tamil Nadu,Doctor,1306883,402023,840,39,Life Insurance,19,4,0,Late,Monthly,0.2589859388646008,67,10,0.82
577,Neha Bose,25,Female,Married,Patna,Bihar,Mechanic,707361,1144066,864,35,Car Insurance,15,4,3,Late,Yearly,0.1223678788081777,84,5,0.58
578,Pankaj Iyer,59,Female,Single,Ahmedabad,Gujarat,Electrician,1892287,686563,422,3,Retirement Plans,6,5,2,On-time,Monthly,0.4786359046780277,2,3,0.58
579,Arun Nair,55,Female,Married,Mumbai,Maharashtra,Journalist,1591833,1016145,370,2,Investment Plans,20,5,2,On-time,Monthly,0.1022410983253556,92,7,0.59
580,Pooja Pandey,63,Female,Single,Pune,Maharashtra,Software Engineer,1682581,918455,835,20,Investment Plans,12,5,1,On-time,Lump Sum,0.3941773776729544,96,1,0.66
581,Manish Malhotra,57,Male,Single,Hyderabad,Telangana,Lawyer,1825186,776723,622,12,Car Insurance,15,3,1,Late,Monthly,0.352139097071106,93,7,0.7
582,Sneha Bose,65,Male,Single,Lucknow,Uttar Pradesh,Government Employee,1303122,1356288,528,38,Retirement Plans,13,2,0,On-time,Lump Sum,0.93025824650075,33,3,0.55
583,Arun Yadav,38,Female,Married,Indore,Madhya Pradesh,Government Employee,1566566,884909,702,48,Life Insurance,5,1,2,Late,Yearly,0.7515691144977764,95,7,0.69
584,Arun Malhotra,52,Male,Married,Delhi,Delhi,Government Employee,1356519,1308248,471,32,Life Insurance,0,5,0,On-time,Lump Sum,0.8281289480592118,56,3,0.47
585,Kavita Verma,24,Male,Single,Bangalore,Karnataka,Doctor,755246,241986,446,3,Retirement Plans,5,5,0,On-time,Lump Sum,0.1509344635661225,72,4,0.46
586,Kavita Agarwal,48,Female,Single,Lucknow,Uttar Pradesh,Journalist,1236135,285418,636,43,Retirement Plans,18,2,3,On-time,Lump Sum,0.1883572762878985,82,9,0.76
587,Pankaj Chopra,22,Male,Married,Kolkata,West Bengal,Doctor,382643,1314605,341,47,Car Insurance,15,4,1,On-time,Yearly,0.0701526684625102,55,9,0.46
588,Sneha Joshi,22,Female,Married,Hyderabad,Telangana,Shop Owner,660580,1021528,705,44,Health Insurance,11,4,1,On-time,Monthly,0.6615579056399642,83,2,0.52
589,Arun Kumar,62,Male,Single,Bangalore,Karnataka,Journalist,579148,340374,621,45,Health Insurance,20,0,1,Late,Yearly,0.2702796036845352,30,6,0.64
590,Rohit Ghosh,39,Male,Single,Hyderabad,Telangana,Civil Engineer,1959489,1397373,315,40,Health Insurance,10,3,2,On-time,Monthly,0.2629870893649051,31,6,0.61
591,Suresh Singh,52,Male,Single,Hyderabad,Telangana,Government Employee,1410138,896760,886,7,Life Insurance,9,4,2,Late,Lump Sum,0.1803184060467532,38,2,0.6
592,Meena Das,54,Male,Single,Lucknow,Uttar Pradesh,Software Engineer,307267,616535,478,43,Retirement Plans,12,2,3,On-time,Lump Sum,0.5044284417387087,43,7,0.51
593,Amit Verma,53,Male,Married,Pune,Maharashtra,Software Engineer,1476535,642514,614,29,Investment Plans,7,4,3,On-time,Yearly,0.9419736179430352,0,9,0.68
594,Vikram Bose,31,Female,Married,Indore,Madhya Pradesh,Bank Manager,1478575,1460366,776,12,Car Insurance,6,1,1,Late,Monthly,0.8336048325772036,53,10,0.6
595,Vikram Yadav,59,Male,Single,Kolkata,West Bengal,Government Employee,1785740,568854,572,27,Health Insurance,11,1,2,Late,Lump Sum,0.2953592437334018,89,1,0.66
596,Priya Pandey,65,Female,Single,Bangalore,Karnataka,Farmer,1378389,99559,866,33,Retirement Plans,1,2,3,On-time,Yearly,0.9250082079197952,79,4,0.7
597,Pankaj Verma,61,Male,Married,Mumbai,Maharashtra,Teacher,848623,1344693,505,18,Retirement Plans,7,2,0,Late,Monthly,0.262237234031495,14,6,0.44
598,Rajesh Reddy,23,Male,Single,Mumbai,Maharashtra,Mechanic,440003,1079936,753,4,Retirement Plans,14,2,0,On-time,Lump Sum,0.3746644431328977,64,10,0.5
599,Rohit Mehta,36,Female,Married,Indore,Madhya Pradesh,Businessman,201013,1328958,879,31,Retirement Plans,1,1,2,On-time,Monthly,0.9880674135460852,7,4,0.4
600,Manish Bose,26,Female,Married,Bangalore,Karnataka,Journalist,1603718,397043,543,30,Life Insurance,10,5,1,On-time,Monthly,0.6151678829382992,29,4,0.67
601,Suman Bose,29,Male,Married,Lucknow,Uttar Pradesh,Bank Manager,1632671,190836,723,29,Investment Plans,18,1,1,Late,Yearly,0.9062569519504492,20,1,0.74
602,Meena Reddy,31,Male,Single,Pune,Maharashtra,Plumber,857631,899746,724,11,Car Insurance,10,5,0,Late,Yearly,0.239318445317424,48,8,0.55
603,Sneha Pandey,60,Male,Single,Indore,Madhya Pradesh,Nurse,409153,310574,391,10,Investment Plans,9,3,3,Late,Monthly,0.2156840244369792,1,4,0.42
604,Suresh Yadav,57,Male,Single,Pune,Maharashtra,Electrician,1338762,551329,611,42,Investment Plans,10,5,2,On-time,Monthly,0.8883688742961476,74,6,0.68
605,Divya Verma,57,Male,Single,Patna,Bihar,Farmer,685511,1232641,706,31,Life Insurance,11,3,0,On-time,Yearly,0.2691859671052632,41,7,0.52
606,Sneha Kumar,51,Male,Single,Mumbai,Maharashtra,Journalist,236616,768417,891,11,Health Insurance,7,3,0,On-time,Monthly,0.1772818410845619,36,6,0.47
607,Rajesh Malhotra,37,Female,Married,Patna,Bihar,Bank Manager,1428310,1333438,849,39,Life Insurance,12,3,3,On-time,Lump Sum,0.7512041463311037,55,7,0.68
608,Divya Nair,47,Female,Married,Hyderabad,Telangana,Government Employee,1329855,198854,835,47,Retirement Plans,11,4,0,On-time,Lump Sum,0.6733619080605497,8,8,0.79
609,Sneha Iyer,47,Female,Married,Pune,Maharashtra,Civil Engineer,1678349,1198744,444,30,Car Insurance,18,4,0,On-time,Lump Sum,0.8536357853381661,68,4,0.62
610,Sneha Das,51,Female,Single,Patna,Bihar,Electrician,1976271,264455,799,22,Life Insurance,16,2,1,Late,Lump Sum,0.7878149977463763,5,6,0.83
611,Amit Sharma,34,Female,Single,Pune,Maharashtra,Electrician,976636,117800,335,12,Car Insurance,8,0,0,On-time,Lump Sum,0.1387759156636713,73,9,0.56
612,Rohit Kumar,58,Male,Married,Patna,Bihar,Electrician,1517919,489271,364,26,Investment Plans,19,2,3,Late,Lump Sum,0.8527281004727556,73,3,0.64
613,Priya Das,47,Female,Single,Indore,Madhya Pradesh,Plumber,1964584,162957,551,20,Car Insurance,6,1,0,On-time,Yearly,0.4105707337769245,80,8,0.75
614,Pooja Sharma,56,Female,Married,Kolkata,West Bengal,Lawyer,1081515,552970,577,40,Investment Plans,15,4,0,Late,Monthly,0.0541936859036545,1,6,0.65
615,Suresh Singh,64,Female,Married,Pune,Maharashtra,Electrician,918235,105770,545,35,Investment Plans,15,0,1,On-time,Monthly,0.5234695824193312,72,9,0.68
616,Sneha Pandey,28,Male,Married,Ahmedabad,Gujarat,Civil Engineer,1906874,251545,466,42,Investment Plans,3,5,1,Late,Yearly,0.7689000581624948,30,4,0.7
617,Rohit Bose,24,Female,Single,Chennai,Tamil Nadu,Farmer,1442159,1419060,448,45,Life Insurance,12,2,0,Late,Lump Sum,0.1845801581403494,94,1,0.53
618,Sneha Verma,35,Male,Single,Patna,Bihar,Teacher,620131,825666,598,7,Investment Plans,19,0,3,On-time,Lump Sum,0.1507616167318477,15,4,0.49
619,Dinesh Bose,58,Female,Married,Patna,Bihar,Farmer,1849277,1102916,685,2,Car Insurance,17,2,1,On-time,Monthly,0.4302330048671132,33,5,0.66
620,Priya Saxena,43,Male,Single,Hyderabad,Telangana,Software Engineer,1515661,249848,363,17,Life Insurance,18,1,1,Late,Lump Sum,0.2974372092114464,24,2,0.63
621,Vikram Singh,41,Male,Single,Hyderabad,Telangana,Teacher,1549174,300282,324,23,Life Insurance,2,5,3,Late,Monthly,0.7800097759858159,6,4,0.57
622,Rohit Singh,32,Female,Married,Jaipur,Rajasthan,Teacher,235263,876697,869,22,Car Insurance,12,4,0,On-time,Monthly,0.9218414520539294,59,7,0.51
623,Sunita Saxena,37,Female,Single,Delhi,Delhi,Government Employee,1526577,401063,789,5,Life Insurance,19,2,2,On-time,Yearly,0.191898528619696,72,5,0.72
624,Divya Reddy,44,Male,Married,Indore,Madhya Pradesh,Mechanic,995435,808337,546,14,Health Insurance,14,2,2,On-time,Lump Sum,0.50252033332467,94,9,0.58
625,Suman Mehta,54,Female,Married,Hyderabad,Telangana,Electrician,1337839,612712,554,20,Investment Plans,4,4,2,Late,Lump Sum,0.1224751348182293,54,6,0.58
626,Rahul Nair,41,Male,Single,Hyderabad,Telangana,Government Employee,509615,1405238,721,44,Health Insurance,6,3,0,Late,Monthly,0.454450260244762,17,3,0.44
627,Suman Joshi,33,Male,Single,Indore,Madhya Pradesh,Mechanic,432594,77269,653,14,Life Insurance,17,1,1,Late,Monthly,0.2952148878838847,51,6,0.58
628,Amit Nair,23,Male,Single,Patna,Bihar,Teacher,1756518,1428422,309,13,Life Insurance,15,3,2,On-time,Yearly,0.8840472048254162,75,10,0.59
629,Arun Bose,55,Female,Single,Mumbai,Maharashtra,Electrician,1953940,1160436,693,19,Health Insurance,13,4,3,Late,Yearly,0.3107619320494628,41,1,0.64
630,Meena Kumar,48,Female,Single,Bangalore,Karnataka,Software Engineer,1902080,1161476,307,16,Car Insurance,19,1,1,Late,Monthly,0.3205995528664207,87,1,0.57
631,Neha Singh,65,Female,Married,Bangalore,Karnataka,Lawyer,1216869,117082,516,10,Retirement Plans,3,4,3,Late,Monthly,0.3753709160893159,46,2,0.54
632,Neha Nair,26,Female,Single,Chennai,Tamil Nadu,Nurse,313069,105514,723,31,Retirement Plans,2,2,3,Late,Yearly,0.9101398969074992,48,3,0.5
633,Sneha Nair,37,Female,Single,Delhi,Delhi,Mechanic,1038102,1478486,411,11,Car Insurance,18,3,1,On-time,Yearly,0.8328519995497985,40,3,0.44
